Comune;Provincia;Regione;Nome;Anno inserimento;Data e ora inserimento;Identificatore in OpenStreetMap;Longitudine;Latitudine
VILLASIMIUS;CAGLIARI;Sardegna;;2014;2014-10-23T12:37:31Z;3145391703;9.5267818;39.0512210999999
VILLASIMIUS;CAGLIARI;Sardegna;;2014;2014-10-23T12:37:31Z;3145391704;9.58945469999999;39.0579966999999
VILLASIMIUS;CAGLIARI;Sardegna;;2014;2014-10-23T12:37:31Z;3145391705;9.5510444;39.0817964
VILLASIMIUS;CAGLIARI;Sardegna;;2014;2014-10-23T12:37:31Z;3145391706;9.4978276;39.0843016
VILLASIMIUS;CAGLIARI;Sardegna;;2014;2014-10-23T12:37:31Z;3145391708;9.5033989;39.0988205
VILLASIMIUS;CAGLIARI;Sardegna;;2014;2014-10-23T12:37:31Z;3145391710;9.59832439999999;39.1048558999999
VILLASIMIUS;CAGLIARI;Sardegna;;2014;2014-10-23T12:37:31Z;3145391712;9.5506049;39.1279723
CASTIADAS;CAGLIARI;Sardegna;;2014;2014-10-23T12:37:32Z;3145391717;9.5882818;39.1967523
CASTIADAS;CAGLIARI;Sardegna;;2014;2014-10-23T12:37:32Z;3145391721;9.576407;39.2284093
CABRAS;ORISTANO;Sardegna;;2014;2014-10-23T12:37:33Z;3145391844;8.4365237;39.8561052
CABRAS;ORISTANO;Sardegna;;2014;2014-10-23T12:37:33Z;3145391845;8.2500756;39.8598554
CABRAS;ORISTANO;Sardegna;;2014;2014-10-23T12:37:33Z;3145391847;8.397283;39.8999136999999
CABRAS;ORISTANO;Sardegna;;2014;2014-10-23T12:37:34Z;3145391856;8.3203539;40.0049745999999
CUGLIERI;ORISTANO;Sardegna;;2014;2014-10-23T12:37:35Z;3145391871;8.3498832;40.1919214999999
BELLARIA-IGEA MARINA;RIMINI;Emilia-Romagna;;2014;2014-10-23T12:37:53Z;3145392562;12.538168;44.2583887999999
RICCIONE;RIMINI;Emilia-Romagna;;2014;2014-10-23T12:37:51Z;3145392527;12.6878683;44.0189250999999
RICCIONE;RIMINI;Emilia-Romagna;;2014;2014-10-23T12:37:51Z;3145392540;12.7171922;44.1071844
RIMINI;RIMINI;Emilia-Romagna;;2014;2014-10-23T12:37:51Z;3145392531;12.6146119999999;44.0459394
RIMINI;RIMINI;Emilia-Romagna;;2014;2014-10-23T12:37:51Z;3145392537;12.6335767;44.0840615999999
RIMINI;RIMINI;Emilia-Romagna;;2014;2014-10-23T12:37:51Z;3145392538;12.5767352999999;44.0844395
RIMINI;RIMINI;Emilia-Romagna;;2014;2014-10-23T12:37:52Z;3145392542;12.6972711;44.1117938
RIMINI;RIMINI;Emilia-Romagna;;2014;2014-10-23T12:37:52Z;3145392547;12.6361267;44.1436819999999
RIMINI;RIMINI;Emilia-Romagna;;2016;2016-02-09T10:05:25Z;3145392551;12.5915564999999;44.1664268999999
CIRO' MARINA;CROTONE;Calabria;;2014;2014-10-23T12:37:32Z;3145391830;17.2651062999999;39.2991591999999
CIRO' MARINA;CROTONE;Calabria;;2014;2014-10-23T12:37:32Z;3145391831;17.1202997;39.3298728999999
CROTONE;CROTONE;Calabria;;2014;2014-10-23T12:37:31Z;3145391709;17.1153353;39.1000206
ISOLA DI CAPO RIZZUTO;CROTONE;Calabria;;2014;2014-10-23T12:37:30Z;3145391700;17.0306381;38.9053313
ISOLA DI CAPO RIZZUTO;CROTONE;Calabria;;2014;2014-10-23T12:37:30Z;3145391701;17.132573;38.9122612
STRONGOLI;CROTONE;Calabria;;2014;2014-10-23T12:37:32Z;3145391725;17.1305151;39.2381369
STRONGOLI;CROTONE;Calabria;;2014;2014-10-23T12:37:32Z;3145391727;17.1937824;39.2743095
BRIATICO;VIBO VALENTIA;Calabria;;2014;2014-10-23T12:37:30Z;3145391694;16.0289471;38.7341880999999
RICADI;VIBO VALENTIA;Calabria;;2014;2014-10-23T12:37:30Z;3145391684;15.7068168;38.5932936999999
RICADI;VIBO VALENTIA;Calabria;;2014;2014-10-23T12:37:30Z;3145391686;15.7647004;38.6349378
RICADI;VIBO VALENTIA;Calabria;;2014;2014-10-23T12:37:30Z;3145391690;15.8610769;38.6768653
AGLIENTU;OLBIA-TEMPIO;Sardegna;;2014;2014-10-23T12:37:39Z;3145392344;9.0398256;41.1514688999999
BUDONI;OLBIA-TEMPIO;Sardegna;;2014;2014-10-23T12:37:37Z;3145391906;9.82018549999999;40.6567275
GOLFO ARANCI;OLBIA-TEMPIO;Sardegna;;2014;2014-10-23T12:37:39Z;3145392337;9.62812319999999;40.9675948
GOLFO ARANCI;OLBIA-TEMPIO;Sardegna;;2014;2014-10-23T12:37:39Z;3145392342;9.69035659999999;41.0501860999999
LA MADDALENA;OLBIA-TEMPIO;Sardegna;;2014;2014-10-23T12:37:40Z;3145392349;9.3627398;41.2313645999999
LA MADDALENA;OLBIA-TEMPIO;Sardegna;;2014;2014-10-23T12:37:40Z;3145392351;9.3565354;41.2325591999999
LA MADDALENA;OLBIA-TEMPIO;Sardegna;;2014;2014-10-23T12:37:40Z;3145392354;9.46548879999999;41.247008
LA MADDALENA;OLBIA-TEMPIO;Sardegna;;2014;2014-10-23T12:37:40Z;3145392355;9.29888079999999;41.2499091
LA MADDALENA;OLBIA-TEMPIO;Sardegna;;2014;2014-10-23T12:37:41Z;3145392361;9.344581;41.3096950999999
LOIRI PORTO SAN PAOLO;OLBIA-TEMPIO;Sardegna;;2014;2014-10-23T12:37:38Z;3145391925;9.6626027;40.8776227
OLBIA;OLBIA-TEMPIO;Sardegna;;2014;2014-10-23T12:37:38Z;3145391922;9.7479426;40.8504298
OLBIA;OLBIA-TEMPIO;Sardegna;;2014;2014-10-23T12:37:38Z;3145391926;9.7285656;40.8951178
OLBIA;OLBIA-TEMPIO;Sardegna;;2014;2014-10-23T12:37:39Z;3145392336;9.9644043;40.9662239999999
SANTA TERESA GALLURA;OLBIA-TEMPIO;Sardegna;;2014;2014-10-23T12:37:40Z;3145392358;9.2424373;41.2597501999999
BAUNEI;OGLIASTRA;Sardegna;;2014;2014-10-23T12:37:34Z;3145391863;9.8329463;40.1168359999999
BAUNEI;OGLIASTRA;Sardegna;;2014;2014-10-23T12:37:35Z;3145391873;9.6966189;40.2009212
BAUNEI;OGLIASTRA;Sardegna;;2014;2014-10-23T12:37:35Z;3145391874;9.63870189999999;40.2245943
TERTENIA;OGLIASTRA;Sardegna;;2014;2014-10-23T12:37:33Z;3145391839;9.6614691;39.6597239
TERTENIA;OGLIASTRA;Sardegna;;2014;2014-10-23T12:37:33Z;3145391840;9.7266764;39.6902784999999
TORTOLI';OGLIASTRA;Sardegna;;2014;2014-10-23T12:37:33Z;3145391850;9.7049407;39.9514688
CARLOFORTE;CARBONIA IGLESIAS;Sardegna;;2014;2014-10-23T12:37:31Z;3145391707;8.2830639;39.0961167999999
CARLOFORTE;CARBONIA IGLESIAS;Sardegna;;2014;2014-10-23T12:37:31Z;3145391711;8.3217662;39.1275486999999
CARLOFORTE;CARBONIA IGLESIAS;Sardegna;;2014;2014-10-23T12:37:32Z;3145391718;8.2327073;39.2047619
CARLOFORTE;CARBONIA IGLESIAS;Sardegna;;2014;2014-10-23T12:37:32Z;3145391719;8.33144169999999;39.2070396
CARLOFORTE;CARBONIA IGLESIAS;Sardegna;;2014;2014-10-23T12:37:32Z;3145391720;8.2310947;39.2234388999999
CARLOFORTE;CARBONIA IGLESIAS;Sardegna;;2014;2014-10-23T12:37:32Z;3145391723;8.2332204;39.2362508
CARLOFORTE;CARBONIA IGLESIAS;Sardegna;;2014;2014-10-23T12:37:32Z;3145391832;8.1514939;39.3351759999999
IGLESIAS;CARBONIA IGLESIAS;Sardegna;;2014;2014-10-23T12:37:32Z;3145391833;8.185414;39.3529607999999
SANT'ANTIOCO;CARBONIA IGLESIAS;Sardegna;;2014;2014-10-23T12:37:30Z;3145391698;8.4079671;38.8826415999999
ALTIDONA;FERMO;Marche;;2014;2014-10-23T12:37:47Z;3145392462;13.9139409999999;43.1537507
ALTIDONA;FERMO;Marche;;2014;2014-12-21T09:43:13Z;3145392460;13.8818826;43.1510296
FERMO;FERMO;Marche;;2014;2014-10-23T12:37:47Z;3145392464;13.7838309;43.2309616
FERMO;FERMO;Marche;;2014;2014-10-23T12:37:47Z;3145392474;14.0317755;43.3340796
PEDASO;FERMO;Marche;;2014;2014-10-23T12:37:47Z;3145392466;14.1655607;43.2504059999999
PORTO SAN GIORGIO;FERMO;Marche;;2014;2014-10-23T12:37:47Z;3145392467;14.0774393999999;43.2623675
PORTO SAN GIORGIO;FERMO;Marche;;2014;2014-12-21T09:43:13Z;3145392463;13.8777386;43.1978549999999
PORTO SANT'ELPIDIO;FERMO;Marche;;2014;2014-12-21T09:43:13Z;3145392471;13.7830492;43.2838527999999
BARLETTA;BARLETTA-ANDRIA-TRANI;Puglia;;2014;2014-10-23T12:37:41Z;3145392364;16.2949482;41.3705051
BARLETTA;BARLETTA-ANDRIA-TRANI;Puglia;;2014;2014-10-23T12:37:41Z;3145392367;16.3483042999999;41.4053912999999
BISCEGLIE;BARLETTA-ANDRIA-TRANI;Puglia;;2014;2014-10-23T12:37:40Z;3145392353;16.5091305;41.2438219
MARGHERITA DI SAVOIA;BARLETTA-ANDRIA-TRANI;Puglia;;2014;2014-10-23T12:37:41Z;3145392368;16.1918800999999;41.4159767
TRANI;BARLETTA-ANDRIA-TRANI;Puglia;;2014;2014-10-23T12:37:41Z;3145392371;16.5000231;41.4678224
