Comune;Provincia;Regione;Nome;Anno inserimento;Data e ora inserimento;Identificatore in OpenStreetMap;Longitudine;Latitudine
OTRANTO;LECCE;Puglia;;2014;2014-10-23T12:37:34Z;3145391861;18.5050206;40.0902237999999
OTRANTO;LECCE;Puglia;;2014;2014-10-23T12:37:35Z;3145391866;18.5076235;40.1548272
OTRANTO;LECCE;Puglia;;2014;2014-10-23T12:37:35Z;3145391867;18.5255444999999;40.1631373999999
CASTRO;LECCE;Puglia;;2014;2014-10-23T12:37:34Z;3145391853;18.454255;39.9723442
PORTO CESAREO;LECCE;Puglia;;2014;2014-10-23T12:37:35Z;3145391872;17.8418573;40.1932477
MARATEA;POTENZA;Basilicata;;2014;2014-10-23T12:37:34Z;3145391851;15.7206449;39.9524637
MARATEA;POTENZA;Basilicata;;2014;2014-10-23T12:37:34Z;3145391852;15.7089763;39.9669242
BONIFATI;COSENZA;Calabria;;2014;2014-10-23T12:37:33Z;3145391837;15.8657545;39.4720172
CETRARO;COSENZA;Calabria;;2014;2014-10-23T12:37:33Z;3145391838;15.9303405999999;39.5172656
DIAMANTE;COSENZA;Calabria;;2014;2014-10-23T12:37:33Z;3145391841;15.788131;39.7140357999999
FIUMEFREDDO BRUZIO;COSENZA;Calabria;;2014;2014-10-23T12:37:32Z;3145391722;16.0389398;39.2358394
FIUMEFREDDO BRUZIO;COSENZA;Calabria;;2014;2014-10-23T12:37:32Z;3145391724;16.0533414999999;39.2370883999999
FUSCALDO;COSENZA;Calabria;;2014;2014-10-23T12:37:33Z;3145391835;15.9217438999999;39.3911148999999
PAOLA;COSENZA;Calabria;;2014;2014-10-23T12:37:33Z;3145391834;16.0135165999999;39.3664184
PRAIA A MARE;COSENZA;Calabria;;2014;2014-10-23T12:37:33Z;3145391846;15.7734149;39.8708809
ROSETO CAPO SPULICO;COSENZA;Calabria;;2014;2014-10-23T12:37:34Z;3145391857;16.6732155999999;40.0175588
SCALEA;COSENZA;Calabria;;2014;2014-10-23T12:37:33Z;3145391843;15.7626378;39.7913482
GUARDAVALLE;CATANZARO;Calabria;;2014;2014-10-23T12:37:29Z;3145391680;16.7516153;38.5087052
SANTA CATERINA DELLO IONIO;CATANZARO;Calabria;;2014;2014-10-23T12:37:29Z;3145391681;16.5903025;38.5262606
SANTA CATERINA DELLO IONIO;CATANZARO;Calabria;;2014;2014-10-23T12:37:29Z;3145391682;16.6053114999999;38.5565989999999
SANT'ANDREA APOSTOLO DELLO IONIO;CATANZARO;Calabria;;2014;2014-10-23T12:37:30Z;3145391687;16.5919051999999;38.6427283
SELLIA MARINA;CATANZARO;Calabria;;2014;2014-10-23T12:37:30Z;3145391696;16.7316515999999;38.8348147
BAGNARA CALABRA;CITTA' METROPOLITANA DI REGGIO CALABRIA;Calabria;;2014;2014-10-23T12:37:28Z;3145391667;15.7652085999999;38.2850131
BIANCO;CITTA' METROPOLITANA DI REGGIO CALABRIA;Calabria;;2014;2014-10-23T12:37:25Z;3145391505;16.2569565;37.9764881999999
BOVA MARINA;CITTA' METROPOLITANA DI REGGIO CALABRIA;Calabria;;2014;2014-10-23T12:37:24Z;3145391494;15.9571653;37.9084071999999
BRANCALEONE;CITTA' METROPOLITANA DI REGGIO CALABRIA;Calabria;;2014;2014-10-23T12:37:24Z;3145391498;16.138763;37.9340443999999
BRANCALEONE;CITTA' METROPOLITANA DI REGGIO CALABRIA;Calabria;;2014;2014-10-23T12:37:24Z;3145391499;16.0830310999999;37.9368357999999
BRANCALEONE;CITTA' METROPOLITANA DI REGGIO CALABRIA;Calabria;;2014;2014-10-23T12:37:24Z;3145391500;16.0954805;37.9444129
BRANCALEONE;CITTA' METROPOLITANA DI REGGIO CALABRIA;Calabria;;2014;2014-10-23T12:37:25Z;3145391502;16.1377492999999;37.9486288
BRANCALEONE;CITTA' METROPOLITANA DI REGGIO CALABRIA;Calabria;;2014;2014-10-23T12:37:25Z;3145391504;16.1166869999999;37.9746647999999
CAULONIA;CITTA' METROPOLITANA DI REGGIO CALABRIA;Calabria;;2014;2014-10-23T12:37:29Z;3145391668;16.4645452;38.3012791
CAULONIA;CITTA' METROPOLITANA DI REGGIO CALABRIA;Calabria;;2014;2014-10-23T12:37:29Z;3145391669;16.4502646;38.3127555
CONDOFURI;CITTA' METROPOLITANA DI REGGIO CALABRIA;Calabria;;2014;2014-10-23T12:37:24Z;3145391493;15.8495390999999;37.8978102
GIOIA TAURO;CITTA' METROPOLITANA DI REGGIO CALABRIA;Calabria;;2014;2014-10-23T12:37:29Z;3145391679;15.9059608;38.4659243999999
MELITO DI PORTO SALVO;CITTA' METROPOLITANA DI REGGIO CALABRIA;Calabria;;2014;2014-10-23T12:37:24Z;3145391488;15.7402753;37.8681762
MELITO DI PORTO SALVO;CITTA' METROPOLITANA DI REGGIO CALABRIA;Calabria;;2014;2014-10-23T12:37:24Z;3145391495;15.7907604;37.9140413
MONASTERACE;CITTA' METROPOLITANA DI REGGIO CALABRIA;Calabria;;2014;2014-10-23T12:37:29Z;3145391676;16.5816316;38.4383132999999
MONASTERACE;CITTA' METROPOLITANA DI REGGIO CALABRIA;Calabria;;2014;2014-10-23T12:37:29Z;3145391677;16.6151476;38.4514372
MONASTERACE;CITTA' METROPOLITANA DI REGGIO CALABRIA;Calabria;;2014;2014-10-23T12:37:29Z;3145391678;16.7049844999999;38.4646179
MONTEBELLO IONICO;CITTA' METROPOLITANA DI REGGIO CALABRIA;Calabria;;2014;2014-10-23T12:37:24Z;3145391487;15.6539967;37.8431693
MONTEBELLO IONICO;CITTA' METROPOLITANA DI REGGIO CALABRIA;Calabria;;2014;2014-10-23T12:37:24Z;3145391497;15.7249351999999;37.9204067
MONTEBELLO IONICO;CITTA' METROPOLITANA DI REGGIO CALABRIA;Calabria;;2014;2014-10-23T12:37:24Z;3145391501;15.6959111999999;37.9445044
PALIZZI;CITTA' METROPOLITANA DI REGGIO CALABRIA;Calabria;;2014;2014-10-23T12:37:24Z;3145391485;15.9985356;37.8181146
PALIZZI;CITTA' METROPOLITANA DI REGGIO CALABRIA;Calabria;;2014;2014-10-23T12:37:24Z;3145391490;16.0469872;37.8923407999999
PALIZZI;CITTA' METROPOLITANA DI REGGIO CALABRIA;Calabria;;2014;2014-10-23T12:37:24Z;3145391491;15.9845319;37.8971445
PALIZZI;CITTA' METROPOLITANA DI REGGIO CALABRIA;Calabria;;2014;2014-10-23T12:37:24Z;3145391492;16.0131143;37.8972973999999
REGGIO DI CALABRIA;CITTA' METROPOLITANA DI REGGIO CALABRIA;Calabria;;2014;2014-10-23T12:37:27Z;3145391637;15.6262691;38.1767850999999
ROCCELLA IONICA;CITTA' METROPOLITANA DI REGGIO CALABRIA;Calabria;;2014;2014-10-23T12:37:29Z;3145391670;16.3995533999999;38.3133235999999
SIDERNO;CITTA' METROPOLITANA DI REGGIO CALABRIA;Calabria;;2014;2014-10-23T12:37:28Z;3145391662;16.3029176;38.2649912999999
STIGNANO;CITTA' METROPOLITANA DI REGGIO CALABRIA;Calabria;;2014;2014-10-23T12:37:28Z;3145391664;16.5803930999999;38.2715656999999
VILLA SAN GIOVANNI;CITTA' METROPOLITANA DI REGGIO CALABRIA;Calabria;;2014;2014-10-23T12:37:28Z;3145391656;15.6696317;38.2441621999999
CAMPOBELLO DI MAZARA;TRAPANI;Sicilia;;2014;2014-10-23T12:37:23Z;3145391470;12.6950698;37.5396263
CAMPOBELLO DI MAZARA;TRAPANI;Sicilia;;2014;2014-10-23T12:37:23Z;3145391471;12.7154298;37.5491863
CASTELLAMMARE DEL GOLFO;TRAPANI;Sicilia;;2014;2014-10-23T12:37:26Z;3145391519;12.817539;38.0851034
CASTELVETRANO;TRAPANI;Sicilia;;2014;2014-10-23T12:37:23Z;3145391472;12.8072243;37.5610383
CASTELVETRANO;TRAPANI;Sicilia;;2014;2014-10-23T12:37:23Z;3145391473;12.832606;37.5616314
CUSTONACI;TRAPANI;Sicilia;;2014;2014-10-23T12:37:26Z;3145391630;12.6233437;38.1288316999999
CUSTONACI;TRAPANI;Sicilia;;2014;2014-10-23T12:37:26Z;3145391632;12.60438;38.1497279
ERICE;TRAPANI;Sicilia;;2014;2014-10-23T12:37:26Z;3145391521;12.5232417;38.0864698999999
ERICE;TRAPANI;Sicilia;;2014;2014-10-23T12:37:26Z;3145391522;12.4497763999999;38.0923345
ERICE;TRAPANI;Sicilia;;2014;2014-10-23T12:37:26Z;3145391527;12.5156422;38.1100990999999
ERICE;TRAPANI;Sicilia;;2014;2014-10-23T12:37:27Z;3145391646;12.499863;38.2173132
FAVIGNANA;TRAPANI;Sicilia;;2014;2014-10-23T12:37:23Z;3145391476;12.0928801;37.6657696999999
FAVIGNANA;TRAPANI;Sicilia;;2014;2014-10-23T12:37:23Z;3145391478;12.1317844;37.6997689
FAVIGNANA;TRAPANI;Sicilia;;2014;2014-10-23T12:37:23Z;3145391480;12.0189705;37.7576535
FAVIGNANA;TRAPANI;Sicilia;;2014;2014-10-23T12:37:23Z;3145391483;12.2383539999999;37.793866
FAVIGNANA;TRAPANI;Sicilia;;2014;2014-10-23T12:37:24Z;3145391489;12.036631;37.8840556
FAVIGNANA;TRAPANI;Sicilia;;2014;2014-10-23T12:37:24Z;3145391496;12.3712437;37.9148021
FAVIGNANA;TRAPANI;Sicilia;;2014;2014-10-23T12:37:25Z;3145391506;12.4199558;37.9856898
FAVIGNANA;TRAPANI;Sicilia;;2014;2014-10-23T12:37:25Z;3145391510;11.9098211;38.0055611
FAVIGNANA;TRAPANI;Sicilia;;2014;2014-10-23T12:37:25Z;3145391512;11.8998325;38.0339730999999
FAVIGNANA;TRAPANI;Sicilia;;2014;2014-10-23T12:37:25Z;3145391513;12.4159747;38.0375602
FAVIGNANA;TRAPANI;Sicilia;;2014;2014-10-23T12:37:26Z;3145391518;12.3648022999999;38.0847618
FAVIGNANA;TRAPANI;Sicilia;;2014;2014-10-23T12:37:26Z;3145391631;12.3331721;38.1366890999999
FAVIGNANA;TRAPANI;Sicilia;;2014;2014-10-23T12:37:26Z;3145391633;11.9774241;38.1521193
FAVIGNANA;TRAPANI;Sicilia;;2014;2014-10-23T12:37:27Z;3145391640;11.9832147;38.1881040999999
FAVIGNANA;TRAPANI;Sicilia;;2014;2014-10-23T12:37:27Z;3145391642;12.3279606;38.200972
FAVIGNANA;TRAPANI;Sicilia;;2014;2014-10-23T12:37:29Z;3145391673;12.3126159;38.3527685
MARSALA;TRAPANI;Sicilia;;2014;2014-10-23T12:37:23Z;3145391481;12.3967217;37.774621
SAN VITO LO CAPO;TRAPANI;Sicilia;;2014;2014-10-23T12:37:26Z;3145391520;12.8115314999999;38.0853881
SAN VITO LO CAPO;TRAPANI;Sicilia;;2014;2014-10-23T12:37:26Z;3145391635;12.7788884;38.1591226999999
SAN VITO LO CAPO;TRAPANI;Sicilia;;2014;2014-10-23T12:37:27Z;3145391639;12.8999799999999;38.1838906999999
SAN VITO LO CAPO;TRAPANI;Sicilia;;2014;2014-10-23T12:37:27Z;3145391645;12.7166416;38.2172563
SAN VITO LO CAPO;TRAPANI;Sicilia;;2014;2014-10-23T12:37:28Z;3145391654;12.6255871;38.2379247
SAN VITO LO CAPO;TRAPANI;Sicilia;;2014;2014-10-23T12:37:28Z;3145391655;12.7354600999999;38.2386649
SAN VITO LO CAPO;TRAPANI;Sicilia;;2014;2014-10-23T12:37:28Z;3145391658;12.8666126;38.250508
SAN VITO LO CAPO;TRAPANI;Sicilia;;2014;2014-10-23T12:37:28Z;3145391659;12.7497191;38.2506218999999
SAN VITO LO CAPO;TRAPANI;Sicilia;;2014;2014-10-23T12:37:28Z;3145391661;12.8575652;38.2591056999999
TRAPANI;TRAPANI;Sicilia;;2014;2014-10-23T12:37:25Z;3145391503;12.473589;37.9577333
TRAPANI;TRAPANI;Sicilia;;2014;2014-10-23T12:37:25Z;3145391507;12.4680158999999;37.9975329
TRAPANI;TRAPANI;Sicilia;;2014;2014-10-23T12:37:25Z;3145391508;12.49344;38.0000517
TRAPANI;TRAPANI;Sicilia;;2014;2014-10-23T12:37:25Z;3145391514;12.5080421;38.0409196
PETROSINO;TRAPANI;Sicilia;;2014;2014-10-23T12:37:23Z;3145391477;12.2883372;37.6664752
PETROSINO;TRAPANI;Sicilia;;2014;2014-12-21T09:43:13Z;3145391474;12.3846708;37.5639542999999
BAGHERIA;CITTA' METROPOLITANA DI PALERMO;Sicilia;;2014;2014-10-23T12:37:26Z;3145391629;13.5222821;38.1265945
BALESTRATE;CITTA' METROPOLITANA DI PALERMO;Sicilia;;2014;2014-10-23T12:37:25Z;3145391515;12.9765286;38.0495042
CAPACI;CITTA' METROPOLITANA DI PALERMO;Sicilia;;2014;2014-10-23T12:37:27Z;3145391638;13.2248225;38.1823245
CEFALU';CITTA' METROPOLITANA DI PALERMO;Sicilia;;2014;2014-10-23T12:37:27Z;3145391643;14.0356676999999;38.207593
CINISI;CITTA' METROPOLITANA DI PALERMO;Sicilia;;2014;2014-10-23T12:37:29Z;3145391674;12.9762383;38.3893379
FICARAZZI;CITTA' METROPOLITANA DI PALERMO;Sicilia;;2014;2014-10-23T12:37:26Z;3145391526;13.4537268;38.1081314999999
ISOLA DELLE FEMMINE;CITTA' METROPOLITANA DI PALERMO;Sicilia;;2014;2014-10-23T12:37:27Z;3145391651;13.2305597;38.2339074
ISOLA DELLE FEMMINE;CITTA' METROPOLITANA DI PALERMO;Sicilia;;2014;2014-10-23T12:37:28Z;3145391657;13.2248952;38.2450420999999
ISOLA DELLE FEMMINE;CITTA' METROPOLITANA DI PALERMO;Sicilia;;2014;2014-10-23T12:37:28Z;3145391660;13.2360066;38.2590172
PALERMO;CITTA' METROPOLITANA DI PALERMO;Sicilia;;2014;2014-10-23T12:37:26Z;3145391524;13.4193764;38.0998941
PALERMO;CITTA' METROPOLITANA DI PALERMO;Sicilia;;2014;2014-10-23T12:37:26Z;3145391525;13.4327390999999;38.1011438999999
PALERMO;CITTA' METROPOLITANA DI PALERMO;Sicilia;;2014;2014-10-23T12:37:26Z;3145391528;13.3947581;38.1239812999999
PALERMO;CITTA' METROPOLITANA DI PALERMO;Sicilia;;2014;2014-10-23T12:37:26Z;3145391634;13.3777641;38.1589759
PALERMO;CITTA' METROPOLITANA DI PALERMO;Sicilia;;2014;2014-10-23T12:37:27Z;3145391648;13.3582686;38.228451
POLLINA;CITTA' METROPOLITANA DI PALERMO;Sicilia;;2014;2014-10-23T12:37:25Z;3145391516;14.1872447;38.0755346999999
SANTA FLAVIA;CITTA' METROPOLITANA DI PALERMO;Sicilia;;2014;2014-10-23T12:37:30Z;3145391685;13.7373151999999;38.5944197
TERMINI IMERESE;CITTA' METROPOLITANA DI PALERMO;Sicilia;;2014;2014-12-21T09:43:13Z;3145391509;13.7836478;38.0006482
TERMINI IMERESE;CITTA' METROPOLITANA DI PALERMO;Sicilia;;2014;2014-12-21T09:43:13Z;3145391511;13.7659284;38.0261556
TERRASINI;CITTA' METROPOLITANA DI PALERMO;Sicilia;;2014;2014-10-23T12:37:27Z;3145391644;12.947044;38.2135128999999
TERRASINI;CITTA' METROPOLITANA DI PALERMO;Sicilia;;2014;2014-10-23T12:37:27Z;3145391650;12.9499492;38.2339074
USTICA;CITTA' METROPOLITANA DI PALERMO;Sicilia;;2014;2014-10-23T12:37:30Z;3145391688;13.7132774;38.6686126999999
USTICA;CITTA' METROPOLITANA DI PALERMO;Sicilia;;2014;2014-10-23T12:37:30Z;3145391691;13.1991873;38.7070159
CARONIA;CITTA' METROPOLITANA DI MESSINA;Sicilia;;2014;2014-10-23T12:37:26Z;3145391523;14.4564801;38.098266
GIOIOSA MAREA;CITTA' METROPOLITANA DI MESSINA;Sicilia;;2014;2014-10-23T12:37:27Z;3145391641;14.897613;38.1926362999999
LIPARI;CITTA' METROPOLITANA DI MESSINA;Sicilia;;2014;2014-10-23T12:37:30Z;3145391689;15.3900164;38.6764687
MESSINA;CITTA' METROPOLITANA DI MESSINA;Sicilia;;2014;2014-10-23T12:37:27Z;3145391636;15.5845705;38.1723519999999
MESSINA;CITTA' METROPOLITANA DI MESSINA;Sicilia;;2014;2014-10-23T12:37:27Z;3145391652;15.5810339;38.2347994
MESSINA;CITTA' METROPOLITANA DI MESSINA;Sicilia;;2014;2014-10-23T12:37:28Z;3145391666;15.6196638;38.2850131
MESSINA;CITTA' METROPOLITANA DI MESSINA;Sicilia;;2014;2014-10-23T12:37:29Z;3145391672;15.5553159;38.3301135
MESSINA;CITTA' METROPOLITANA DI MESSINA;Sicilia;;2014;2014-10-23T12:37:29Z;3145391675;15.6501671;38.4017301
MESSINA;CITTA' METROPOLITANA DI MESSINA;Sicilia;;2014;2014-10-23T12:37:29Z;3145391683;15.4983761999999;38.5683072
MESSINA;CITTA' METROPOLITANA DI MESSINA;Sicilia;;2014;2014-12-21T09:43:13Z;3145391649;15.6121830999999;38.2335104
MESSINA;CITTA' METROPOLITANA DI MESSINA;Sicilia;;2014;2014-12-21T09:43:13Z;3145391649;15.6121830999999;38.2335104
MILAZZO;CITTA' METROPOLITANA DI MESSINA;Sicilia;;2014;2014-10-23T12:37:28Z;3145391653;15.2336503;38.2364565999999
MILAZZO;CITTA' METROPOLITANA DI MESSINA;Sicilia;;2014;2014-10-23T12:37:28Z;3145391665;15.2430919;38.2737947
MILAZZO;CITTA' METROPOLITANA DI MESSINA;Sicilia;;2014;2014-10-23T12:37:29Z;3145391671;15.2857967;38.3182717999999
ROMETTA;CITTA' METROPOLITANA DI MESSINA;Sicilia;;2014;2014-10-23T12:37:28Z;3145391663;15.3985866;38.2681288
SAN PIER NICETO;CITTA' METROPOLITANA DI MESSINA;Sicilia;;2014;2014-10-23T12:37:27Z;3145391647;15.3198588;38.2175893
SANT'AGATA DI MILITELLO;CITTA' METROPOLITANA DI MESSINA;Sicilia;;2014;2014-10-23T12:37:26Z;3145391517;14.6306443;38.078839
SANT'ALESSIO SICULO;CITTA' METROPOLITANA DI MESSINA;Sicilia;;2014;2014-10-23T12:37:24Z;3145391484;15.5076541999999;37.8107169999999
TAORMINA;CITTA' METROPOLITANA DI MESSINA;Sicilia;;2014;2014-10-23T12:37:24Z;3145391486;15.3606666999999;37.8186667
AGRIGENTO;AGRIGENTO;Sicilia;;2014;2014-10-23T12:37:22Z;3145391454;13.6551519999999;37.1892843999999
AGRIGENTO;AGRIGENTO;Sicilia;;2014;2014-10-23T12:37:22Z;3145391455;13.6489990999999;37.1893414
LICATA;AGRIGENTO;Sicilia;;2014;2014-10-23T12:37:21Z;3145391450;14.0117292;37.1055774
LICATA;AGRIGENTO;Sicilia;;2014;2014-10-23T12:37:22Z;3145391451;13.863203;37.1065461
PALMA DI MONTECHIARO;AGRIGENTO;Sicilia;;2014;2014-10-23T12:37:22Z;3145391456;13.6657405;37.1893984
PALMA DI MONTECHIARO;AGRIGENTO;Sicilia;;2014;2014-12-21T09:43:13Z;3145391444;13.7330634;37.0806760999999
RIBERA;AGRIGENTO;Sicilia;;2014;2014-10-23T12:37:22Z;3145391464;13.2319914999999;37.3925065999999
SCIACCA;AGRIGENTO;Sicilia;;2014;2014-10-23T12:37:22Z;3145391460;12.8746750999999;37.3254925
SCIACCA;AGRIGENTO;Sicilia;;2014;2014-10-23T12:37:22Z;3145391466;12.9999886;37.4687896
SCIACCA;AGRIGENTO;Sicilia;;2014;2014-10-23T12:37:23Z;3145391468;13.0668998;37.4950991999999
SICULIANA;AGRIGENTO;Sicilia;;2014;2014-10-23T12:37:22Z;3145391457;13.2846951;37.2210236
GELA;CALTANISSETTA;Sicilia;;2014;2014-10-23T12:37:21Z;3145391439;14.3331471;37.0033391999999
GELA;CALTANISSETTA;Sicilia;;2014;2014-10-23T12:37:21Z;3145391440;14.0992278;37.0305887
GELA;CALTANISSETTA;Sicilia;;2014;2014-10-23T12:37:21Z;3145391441;14.2313642999999;37.0331189999999
GELA;CALTANISSETTA;Sicilia;;2014;2014-10-23T12:37:21Z;3145391442;14.2750609;37.0369186
GELA;CALTANISSETTA;Sicilia;;2014;2014-10-23T12:37:21Z;3145391443;14.2452629;37.041553
GELA;CALTANISSETTA;Sicilia;;2014;2014-10-23T12:37:21Z;3145391445;14.1847948;37.0844938999999
ACIREALE;CITTA' METROPOLITANA DI CATANIA;Sicilia;;2014;2014-10-23T12:37:23Z;3145391475;15.1776637999999;37.5909965999999
CATANIA;CITTA' METROPOLITANA DI CATANIA;Sicilia;;2014;2014-10-23T12:37:22Z;3145391465;15.1248735;37.4456151999999
CATANIA;CITTA' METROPOLITANA DI CATANIA;Sicilia;;2014;2014-10-23T12:37:22Z;3145391467;15.0982269;37.4852284999999
CATANIA;CITTA' METROPOLITANA DI CATANIA;Sicilia;;2014;2014-10-23T12:37:23Z;3145391469;15.1186080999999;37.5304116
RIPOSTO;CITTA' METROPOLITANA DI CATANIA;Sicilia;;2014;2014-10-23T12:37:23Z;3145391479;15.2110083;37.7368328
SANTA CROCE CAMERINA;RAGUSA;Sicilia;;2014;2014-10-23T12:37:20Z;3145390627;14.4692510999999;36.7847591
VITTORIA;RAGUSA;Sicilia;;2014;2014-10-23T12:37:21Z;3145391437;14.3813941;36.9358892999999
AUGUSTA;SIRACUSA;Sicilia;;2014;2014-10-23T12:37:22Z;3145391458;15.1652761999999;37.3190457999999
AUGUSTA;SIRACUSA;Sicilia;;2014;2014-10-23T12:37:22Z;3145391459;15.2413281;37.3198415
AUGUSTA;SIRACUSA;Sicilia;;2014;2014-10-23T12:37:22Z;3145391461;15.2230355;37.3366075
AUGUSTA;SIRACUSA;Sicilia;;2014;2014-10-23T12:37:22Z;3145391462;15.3240058;37.3411541999999
AVOLA;SIRACUSA;Sicilia;;2014;2014-10-23T12:37:20Z;3145390628;15.2666862;36.8463581
AVOLA;SIRACUSA;Sicilia;;2014;2014-10-23T12:37:20Z;3145391429;15.1618356999999;36.8939442
AVOLA;SIRACUSA;Sicilia;;2014;2014-10-23T12:37:20Z;3145391430;15.1799158;36.8992316
AVOLA;SIRACUSA;Sicilia;;2014;2014-10-23T12:37:20Z;3145391431;15.2058258;36.9041210999999
AVOLA;SIRACUSA;Sicilia;;2014;2014-10-23T12:37:20Z;3145391432;15.1703775;36.9078734
AVOLA;SIRACUSA;Sicilia;;2014;2014-10-23T12:37:21Z;3145391433;15.1816242999999;36.9139568
AVOLA;SIRACUSA;Sicilia;;2014;2014-10-23T12:37:21Z;3145391435;15.1802007;36.9218594999999
AVOLA;SIRACUSA;Sicilia;;2014;2014-10-23T12:37:21Z;3145391436;15.1864648;36.930615
CARLENTINI;SIRACUSA;Sicilia;;2014;2014-10-23T12:37:22Z;3145391463;15.1361085;37.3615008
PACHINO;SIRACUSA;Sicilia;;2014;2014-10-23T12:37:20Z;3145390622;15.0348175;36.6288863999999
SIRACUSA;SIRACUSA;Sicilia;;2014;2014-10-23T12:37:21Z;3145391434;15.2168595;36.9169132
SIRACUSA;SIRACUSA;Sicilia;;2014;2014-10-23T12:37:21Z;3145391438;15.2765805;36.9423268999999
SIRACUSA;SIRACUSA;Sicilia;;2014;2014-10-23T12:37:21Z;3145391446;15.391041;37.0883276
SIRACUSA;SIRACUSA;Sicilia;;2014;2014-10-23T12:37:21Z;3145391447;15.3026332;37.0923074
SIRACUSA;SIRACUSA;Sicilia;;2014;2014-10-23T12:37:21Z;3145391448;15.4000808;37.1004374999999
SIRACUSA;SIRACUSA;Sicilia;;2014;2014-10-23T12:37:21Z;3145391449;15.2998569999999;37.1015745999999
PORTOPALO DI CAPO PASSERO;SIRACUSA;Sicilia;;2014;2014-10-23T12:37:19Z;3145390618;15.0772718;36.4801623
PORTOPALO DI CAPO PASSERO;SIRACUSA;Sicilia;;2014;2014-10-23T12:37:20Z;3145390619;15.0916508;36.4917604999999
PORTOPALO DI CAPO PASSERO;SIRACUSA;Sicilia;;2014;2014-10-23T12:37:20Z;3145390620;15.2347258;36.5289998
PORTOPALO DI CAPO PASSERO;SIRACUSA;Sicilia;;2014;2014-10-23T12:37:20Z;3145390621;15.2349396;36.6082541
PORTOPALO DI CAPO PASSERO;SIRACUSA;Sicilia;;2014;2014-10-23T12:37:20Z;3145390623;15.0764178999999;36.6356007999999
PORTOPALO DI CAPO PASSERO;SIRACUSA;Sicilia;;2014;2014-10-23T12:37:20Z;3145390624;15.1564970999999;36.6407176
PORTOPALO DI CAPO PASSERO;SIRACUSA;Sicilia;;2014;2014-10-23T12:37:20Z;3145390625;15.0742107999999;36.6527705999999
PORTOPALO DI CAPO PASSERO;SIRACUSA;Sicilia;;2014;2014-10-23T12:37:20Z;3145390626;15.2565077;36.7090559999999
PRIOLO GARGALLO;SIRACUSA;Sicilia;;2014;2014-10-23T12:37:22Z;3145391452;15.2449049;37.1331853
PRIOLO GARGALLO;SIRACUSA;Sicilia;;2014;2014-10-23T12:37:22Z;3145391453;15.2538026;37.1455794999999
CASTELSARDO;SASSARI;Sardegna;;2014;2014-10-23T12:37:39Z;3145392331;8.5757872;40.9146322
CASTELSARDO;SASSARI;Sardegna;;2014;2014-12-21T09:43:13Z;3145392341;8.5746707;41.0216193999999
SASSARI;SASSARI;Sardegna;;2014;2014-10-23T12:37:38Z;3145391928;8.30829999999999;40.8992442999999
STINTINO;SASSARI;Sardegna;;2014;2014-10-23T12:37:38Z;3145392329;8.2956306;40.9010607
STINTINO;SASSARI;Sardegna;;2014;2014-10-23T12:37:39Z;3145392333;8.18212879999999;40.9250134999999
OROSEI;NUORO;Sardegna;;2014;2014-10-23T12:37:35Z;3145391879;9.7397007;40.3559612
DOMUS DE MARIA;CAGLIARI;Sardegna;;2014;2014-10-23T12:37:30Z;3145391695;8.853776;38.7722881999999
DOMUS DE MARIA;CAGLIARI;Sardegna;;2014;2014-10-23T12:37:30Z;3145391697;8.8583935;38.8733600999999
MARACALAGONIS;CAGLIARI;Sardegna;;2014;2014-10-23T12:37:31Z;3145391713;9.3918341;39.1375947
MARACALAGONIS;CAGLIARI;Sardegna;;2014;2014-10-23T12:37:31Z;3145391713;9.3918341;39.1375947
MARACALAGONIS;CAGLIARI;Sardegna;;2014;2014-10-23T12:37:31Z;3145391714;9.39777149999999;39.1376515999999
MARACALAGONIS;CAGLIARI;Sardegna;;2014;2014-10-23T12:37:31Z;3145391714;9.39777149999999;39.1376515999999
MARACALAGONIS;CAGLIARI;Sardegna;;2014;2014-10-23T12:37:31Z;3145391715;9.39102729999999;39.1424913
MARACALAGONIS;CAGLIARI;Sardegna;;2014;2014-10-23T12:37:31Z;3145391715;9.39102729999999;39.1424913
MURAVERA;CAGLIARI;Sardegna;;2014;2014-10-23T12:37:32Z;3145391726;9.6434043;39.2407647
MURAVERA;CAGLIARI;Sardegna;;2014;2014-10-23T12:37:32Z;3145391728;9.6429648;39.2810761
MURAVERA;CAGLIARI;Sardegna;;2014;2014-10-23T12:37:32Z;3145391829;9.6747043;39.2908692999999
QUARTU SANT'ELENA;CAGLIARI;Sardegna;;2014;2014-10-23T12:37:31Z;3145391716;9.26546229999999;39.1667465
QUARTU SANT'ELENA;CAGLIARI;Sardegna;;2014;2014-10-23T12:37:31Z;3145391716;9.26546229999999;39.1667465
TEULADA;CAGLIARI;Sardegna;;2014;2014-10-23T12:37:30Z;3145391693;8.7294593;38.7338524
TEULADA;CAGLIARI;Sardegna;;2014;2014-10-23T12:37:30Z;3145391699;8.6608506;38.8888482999999
TEULADA;CAGLIARI;Sardegna;;2014;2014-10-23T12:37:31Z;3145391702;8.7238887;38.9349712
VILLAPUTZU;CAGLIARI;Sardegna;;2014;2014-10-23T12:37:33Z;3145391836;9.64133419999999;39.4122843999999
VILLASIMIUS;CAGLIARI;Sardegna;;2014;2014-10-23T12:37:30Z;3145391692;9.8501143;38.7176838
